Company,Ticker,Patent Number,Date,Title
BAYER,BAYRY,20240190421,20240613,"Vehicle, and an Autonomous Driving Control Method and System for the Vehicle"
JAZZ PHARMACEUTICALS,JAZZ,20230301934,20230928,USE OF CANNABIDIOL IN THE TREATMENT OF TUBEROUS SCLEROSIS COMPLEX
MERCK SHARP,MRK,20240300960,20240912,PROCESS FOR PREPARING BETA 3 AGONISTS AND INTERMEDIATES
PFIZER,PFE,20080009474,20080110,PENEM PRODRUGS
BRISTOL-MYERS,BMY,20240076373,20240307,COMBINATION THERAPY WITH ANTI-PVRIG ANTIBODIES FORMULATIONS AND ANTI-PD-1 ANTIBODIES
ASTRAZENECA,AZN,20230373983,20231123,AMIDO HETEROAROMATIC COMPOUNDS
BIOGEN,BIIB,20240076741,20240307,METHOD FOR PREIMPLANTATION GENETIC SCREENING OF EMBRYOS FOR DETECTION OF STRUCTURAL REARRANGEMENTS
ELI LILLY,LLY,20240374832,20241114,THERAPEUTIC AGENT DELIVERY DEVICE INCLUDING DISPOSABLE AND REUSABLE PORTIONS
NOVARTIS,NVS,20220251152,20220811,COMPOSITIONS AND METHODS FOR SELECTIVE PROTEIN DEGRADATION
DAIICHI SANKYO,DSNKY,20240360200,20241031,KLK5 INHIBITORY PEPTIDE
ASTRAZENECA,AZN,20240398796,20241205,IMMEDIATE RELEASE PHARMACEUTICAL FORMULATION OF 4-[3-(4-CYCLOPROPANECARBONYL-PIPERAZINE-1-CARBONYL)-4-FLUORO-BENZYL]-2H-PHTHALAZIN-1-ONE
ASTRAZENECA,AZN,20240382479,20241121,IMMEDIATE RELEASE PHARMACEUTICAL FORMULATION OF 4-[3-(4-CYCLOPROPANECARBONYL-PIPERAZINE-1-CARBONYL)-4-FLUORO-BENZYL]-2H-PHTHALAZIN-1-ONE
ASTRAZENECA,AZN,20240335446,20241010,"1-[2-(AMINOMETHYL)BENZYL]-2-THIOXO-1,2,3,5-TETRAHYDRO-4H-PYRROLO[3,2-d]PYRIMIDIN-4-ONES AS INHIBITORS OF MYELOPEROXIDASE"
H. LUNDBECK,HLUYY,20220380300,20221201,ALCOHOL DERIVATIVES AS KV7 POTASSIUM CHANNEL OPENERS
ASTRAZENECA,AZN,20240383866,20241121,"2,4,6-TRISUBSTITUTED 1,3,5-TRIAZINES AS MODULATORS OF CX3CR1"
ASTRAZENECA,AZN,20240423978,20241226,EGFR TKIs FOR USE IN THE TREATMENT OF NON-SMALL LUNG CANCER
BAYER,BAYRY,20240366620,20241107,"COMPOUNDS, COMPOSITIONS AND METHODS FOR CANCER PATIENT STRATIFICATION AND CANCER TREATMENT"
MODERNA,MRNA,20220096522,20220331,HIGH PURITY RNA COMPOSITIONS AND METHODS FOR PREPARATION THEREOF
SANOFI,SNY,20250037279,20250130,SYSTEMS AND METHODS FOR PATIENT TUMOR-IMMUNE PHENOTYPING FROM IMMUNOFLUORESCENCE (IF) IMAGE ANALYSIS
SAREPTA THERAPEUTICS,SRPT,20220193246,20220623,COMPOSITIONS FOR TREATING MUSCULAR DYSTROPHY
ARVINAS,ARVN,20250034096,20250130,COMPOUNDS AND METHODS FOR THE TARGETED DEGRADATION OF ANDROGEN RECEPTOR
SANOFI,SNY,20240383901,20241121,"SUBSTITUTED PYRROLO[2,3-D]PYRIMIDINES, THEIR PREPARATION AND THEIR THERAPEUTIC APPLICATION"
REGENERON,REGN,20230016750,20230119,Methods Of Treating Skin Cancer With Histidine Ammonia-Lyase (HAL) Agonists
REGENERON,REGN,20240207412,20240627,DIELS-ALDER CONJUGATION METHODS
AMGEN,AMGN,20240402058,20241205,SYSTEMS AND METHODS FOR PERFORMING A REAL-TIME ASSAY OF A SAMPLE
REGENERON,REGN,20240409637,20241212,ANTI-CD8 ANTIBODIES AND USES THEREOF
NOVARTIS,NVS,20220088075,20220324,COMBINATION THERAPIES OF EGFRVIII CHIMERIC ANTIGEN RECEPTORS AND PD-1 INHIBITORS
BIONTECH,BNTX,20240415828,20241219,TLR7 AGONIST AND COMBINATIONS FOR CANCER TREATMENT
BIONTECH,BNTX,20240417418,20241219,DISULFIDE OLIGOSACCHARIDE COMPOUNDS AND COMPLEXES
BIONTECH,BNTX,20240425541,20241226,OLIGOSACCHARIDE COMPOUNDS AND COMPLEXES
BIONTECH,BNTX,20250002522,20250102,OLIGOSACCHARIDE COMPOUNDS AND COMPLEXES
BAYER,BAYRY,20220298157,20220922,"4H-PYRROLO[3,2-C]PYRIDIN-4-ONE COMPOUNDS"
SANOFI,SNY,20240415952,20241219,HUMAN METAPNEUMOVIRUS VIRAL VECTOR-BASED VACCINES
TAKEDA PHARMACEUTICAL,TAK,20240180968,20240606,ADGRE2 CHIMERIC RECEPTOR NK CELL COMPOSITIONS AND METHODS OF USE
MERCK SHARP,MRK,20090253705,20091008,HYDROXYMETHYL PYRROLIDINES AS BETA 3 ADRENERGIC RECEPTOR AGONISTS
BAYER,BAYRY,20240352010,20241024,"SUBSTITUTED 1,2,4-THIADIAZOLYL NICOTINAMIDES, SALTS OR N-OXIDES THEREOF AND THEIR USE AS HERBICIDALLY ACTIVE SUBSTANCES"
ALKERMES,ALKS,20210038684,20210211,Compositions and Methods for Cancer Immunotherapy
PFIZER,PFE,20230340106,20231026,ANTI-IL-2 ANTIBODIES AND COMPOSITIONS AND USES THEREOF
AMGEN,AMGN,20240368236,20241107,GROWTH DIFFERENTIATION FACTOR 15 (GDF-15) CONSTRUCTS
AMGEN,AMGN,20240174745,20240530,Antibody Constructs for CLDN18.2 and CD3
AMGEN,AMGN,20230212297,20230706,BISPECIFIC FC MOLECULES
NOVARTIS,NVS,20210236466,20210805,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230047905,20230216,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20220388957,20221208,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230106899,20230406,METHODS OF TREATING CANCER
NOVARTIS,NVS,20220227760,20220721,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230092163,20230323,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230002373,20230105,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230002320,20230105,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230021448,20230126,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230115274,20230413,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230127839,20230427,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230271941,20230831,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230250106,20230810,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230365553,20231116,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20240101556,20240328,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230250088,20230810,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20240051970,20240215,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20240083879,20240314,OXALAMIDE COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20240122903,20240418,METHODS OF TREATING CANCER
NOVARTIS,NVS,20240076285,20240307,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20240060982,20240222,METHODS OF TREATING CANCER
NOVARTIS,NVS,20240041843,20240208,METHODS OF TREATING CANCER
NOVARTIS,NVS,20240100017,20240328,METHODS OF TREATING CANCER
NOVARTIS,NVS,20240308978,20240919,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
SANOFI,SNY,20250011394,20250109,SERPIN FUSION POLYPEPTIDES AND METHODS OF USE THEREOF
SANOFI,SNY,20230364208,20231116,EFFECTIVE DOSAGE OF RECOMBINANT SERPIN-FC FUSION PROTEIN FOR USE IN A METHOD OF TREATING AAT DEFICIENCY IN A SUBJECT
SANOFI,SNY,20240285873,20240829,Device and procedure for self-injection and insertion of needles or catheters intravenously
NOVARTIS,NVS,20200172534,20200604,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20220024919,20220127,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20220024906,20220127,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20220242852,20220804,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230167057,20230601,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20230250060,20230810,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
NOVARTIS,NVS,20240083895,20240314,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH STING ACTIVITY
CUREVAC,CVAC,20210261897,20210826,BIOREACTOR FOR RNA IN VITRO TRANSCRIPTION
GILEAD SCIENCES,GILD,20240199579,20240620,PROCESS FOR PREPARING A COT INHIBITOR COMPOUND
NOVARTIS,NVS,20230000964,20230105,MESOTHELIN CHIMERIC ANTIGEN RECEPTOR (CAR) AND ANTIBODY AGAINST PD-L1 INHIBITOR FOR COMBINED USE IN ANTICANCER THERAPY
BIOMARIN PHARMACEUTICAL,BMRN,20250032576,20250130,CNP Therapy
SEAGEN,SGEN,20230036256,20230202,CAMPTOTHECIN CONJUGATES
REGENERON,REGN,20230399410,20231214,COMPOSITIONS AND METHODS FOR TREATING POLYMYALGIA RHEUMATICA BY ADMINISTERING AN IL-6R ANTAGONIST
ALKERMES,ALKS,20230158017,20230525,METHODS FOR TREATING DEPRESSIVE SYMPTOMS
REGENERON,REGN,20210235674,20210805,HUMANIZED DIPEPTIDYL-PEPTIDASE IV (DPP4) ANIMALS
ELI LILLY,LLY,20250034243,20250130,METHODS OF TREATING ULCERATIVE COLITIS
GILEAD SCIENCES,GILD,20220380340,20221201,PROCESS FOR PREPARING A COT INHIBITOR COMPOUND
BRISTOL-MYERS,BMY,20240067662,20240229,KRAS INHIBITORS
AMGEN,AMGN,20230210950,20230706,USE OF GDF15 FOR TREATING CARDIOMETABOLIC SYNDROME AND OTHER CONDITIONS
BRISTOL-MYERS,BMY,20220402950,20221222,SUBSTITUTED BENZIMIDAZOLES AS PAD4 INHIBITORS
BRISTOL-MYERS,BMY,20240067632,20240229,WEE1 Degrading Compounds and Uses Thereof
TAKEDA PHARMACEUTICAL,TAK,20210252141,20210819,"METHOD OF TREATING CROHN’S DISEASE BY ADMINISTERING A TRIPLE COMBINATION THERAPY OF ANTI-INTEGRIN ANTIBODY, ADALIMUMAB AND METHOTREXATE"
DENALI THERAPEUTICS,DNLI,20240299575,20240912,OLIGONUCLEOTIDE CONJUGATES TARGETED TO THE TRANSFERRIN RECEPTOR
TAKEDA PHARMACEUTICAL,TAK,20240082111,20240314,MEDICINAL FLUID DELIVERY DEVICE
DENALI THERAPEUTICS,DNLI,20250034119,20250130,"COMPOUNDS, COMPOSITIONS, AND METHODS"
SHIONOGI,SGIOY,20220081682,20220317,BOTULINUM TOXIN PRODUCING METHOD
AMGEN,AMGN,20230416667,20231228,IN-PROCESS VERIFICATION OF CALIBRATION STATUS OF PH PROBES
MERCK SHARP,MRK,20120258963,20121011,HYDROXYMETHYL PYRROLIDINES AS BETA 3 ADRENERGIC RECEPTOR AGONISTS
REGENERON,REGN,20230382969,20231130,INTERLEUKIN-2 PROPROTEINS AND USES THEREOF
BAYER,BAYRY,20190365770,20191205,"COMPOUNDS, COMPOSITIONS AND METHODS FOR CANCER PATIENT STRATIFICATION AND CANCER TREATMENT"
IONIS PHARMACEUTICALS,IONS,20150126719,20150507,COMPOSITIONS AND METHODS FOR MODULATING APOLIPOPROTEIN C-III EXPRESSION
CRISPR THERAPEUTICS,CRSP,20180273609,20180927,MATERIALS AND METHODS FOR TREATMENT OF HEMOGLOBINOPATHIES
ALNYLAM PHARMACEUTICALS,ALNY,20220259589,20220818,REVERSIR TM COMPOUNDS
AMGEN,AMGN,20220356268,20221110,BINDING MOLECULES FOR BCMA AND CD3
REGENERON,REGN,20240377412,20241114,METHODS OF ASSESSING ANTIBODY-DRUG CONJUGATES
SANOFI,SNY,20220048968,20220217,INSULIN CONJUGATES
MERCK SHARP,MRK,20230002744,20230105,BIOCATALYSTS AND METHODS FOR HYDROXYLATION OF CHEMICAL COMPOUNDS
REGENERON,REGN,20230051304,20230216,IL12 RECEPTOR AGONISTS AND METHODS OF USE THEREOF
REGENERON,REGN,20230391844,20231207,INTERLEUKIN-2 PROPROTEINS AND USES THEREOF
REGENERON,REGN,20250025531,20250123,"Extended, High Dose VEGF Antagonist Regimens for Treatment of Angiogenic Eye Disorders"
BIOGEN,BIIB,20210220476,20210722,"FACTOR VIII CHIMERIC AND HYBRID POLYPEPTIDES, AND METHODS OF USE THEREOF"
SANOFI,SNY,20240034816,20240201,NATURAL KILLER (NK) CELL ENGAGERS BINDING TO NKp46 AND BCMA VARIANTS WITH FC-ENGINEERING
TAKEDA PHARMACEUTICAL,TAK,20130310314,20131121,SOLID PHASE SYNTHESIS OF H(GLY2)GLP-2
NOVARTIS,NVS,20230149629,20230518,INJECTION DEVICE AND INJECTION SOLUTION TRANSFERRING SYSTEM
REGENERON,REGN,20240317835,20240926,ANTI-VEGF PROTEIN COMPOSITIONS AND METHODS FOR PRODUCING THE SAME
REGENERON,REGN,20190177367,20190613,"AKT-SPECIFIC CAPTURE AGENTS, COMPOSITIONS, AND METHODS OF USING AND MAKING"
EISAI,ESALY,20240350484,20241024,METHODS OF USING SPLICING MODULATORS
BAYER,BAYRY,20220024529,20220127,DRIVERLESS TRANSPORT VEHICLE AND METHOD FOR MOVING A SEMI-TRAILER USING A DRIVERLESS TRANSPORT VEHICLE
BAYER,BAYRY,20220024530,20220127,DRIVERLESS TRANSPORT VEHICLE AND METHOD FOR MOVING A SEMI-TRAILER USING A DRIVERLESS TRANSPORT VEHICLE
BAYER,BAYRY,20220017162,20220120,DRIVERLESS TRANSPORT VEHICLE AND METHOD FOR COUPLING A DRIVERLESS TRANSPORT VEHICLE TO A SEMI-TRAILER
ASTRAZENECA,AZN,20220087982,20220324,PHARMACEUTICAL COMPOSITION
ASTRAZENECA,AZN,20240041835,20240208,PHARMACEUTICAL COMPOSITION
ASTRAZENECA,AZN,20240423960,20241226,PHARMACEUTICAL COMPOSITION
ASTRAZENECA,AZN,20250000848,20250102,PHARMACEUTICAL COMPOSITION
BAYER,BAYRY,20240124522,20240418,MASP INHIBITORY COMPOUNDS AND USES THEREOF
ASTELLAS PHARMA,ALPMY,20250025567,20250123,ANTIBODY-DRUG COMPLEX CONTAINING TOLL-LIKE RECEPTOR 7/8 DUAL AGONIST COMPOUND
BAYER,BAYRY,20250014191,20250109,REDUCTION OF VIDEO MATERIAL TO MOTION SECTIONS
MERCK SHARP,MRK,20250009722,20250109,PHARMACEUTICAL FORMULATIONS FOR THE TREATMENT OF MIGRAINE
MERCK SHARP,MRK,20240354929,20241024,EVALUATING PRODUCTION BATCHES USING MACHINE-LEARNING
REGENERON,REGN,20210128710,20210506,COMBINATION THERAPY TO TREAT BRAIN CANCER
ABBVIE,ABBV,20190054088,20190221,"Pharmaceutical Formulations for Treating Endometriosis, Uterine Fibroids, Polycystic Ovary Syndrome or Adenomyosis"
ABBVIE,ABBV,20250000862,20250102,"PHARMACEUTICAL FORMULATIONS FOR TREATING ENDOMETRIOSIS, UTERINE FIBROIDS, POLYCYSTIC OVARY SYNDROME OR ADENOMYOSIS"
ABBVIE,ABBV,20230255968,20230817,"PHARMACEUTICAL FORMULATIONS FOR TREATING ENDOMETRIOSIS, UTERINE FIBROIDS, POLYCYSTIC OVARY SYNDROME OR ADENOMYOSIS"
AMGEN,AMGN,20230406860,20231221,HETEROCYCLIC SPIRO COMPOUNDS AND METHODS OF USE
ASTELLAS PHARMA,ALPMY,20230042959,20230209,Combination Therapy
NOVARTIS,NVS,20240391938,20241128,CRYSTALLINE FORMS OF A TLR7/TLR8 INHIBITOR
BAYER,BAYRY,20220160538,20220526,ULTRASONICALLY DETECTABLE INTRAUTERINE SYSTEM AND METHOD FOR ENHANCING ULTRASOUND DETECTION
TEVA PHARMACEUTICAL,TEVA,20230212281,20230706,COMPOSITIONS AND METHODS FOR ANTI-PACAP ANTIBODIES
MODERNA,MRNA,20240350617,20241024,BETACORONAVIRUS mRNA VACCINES
MODERNA,MRNA,20240366748,20241107,BETACORONAVIRUS RNA VACCINES
MODERNA,MRNA,20240366749,20241107,BETACORONAVIRUS RNA VACCINES
BAYER,BAYRY,20240174633,20240530,"CRYSTALLINE FORMS OF (4S)-24-CHLORO-4-ETHYL-73-FLUORO-35-METHOXY-32,5-DIOXO-14-(TRIFLUORO-METHYL)-32H-6-AZA-3(4,1)-PYRIDINA-1(1)-[1,2,3]TRIAZOLA-2(1,2),7(1)-DIBENZENAHEPTAPHANE-74-CARBOXAMIDE"
BRISTOL-MYERS,BMY,20240390369,20241128,METHODS FOR DETERMINING RESPONSIVENESS TO TYK2 INHIBITORS
REGENERON,REGN,20230408527,20231221,METHODS FOR CHARACTERIZING HOST-CELL PROTEINS
SANOFI,SNY,20230025088,20230126,Novel Selection Marker for Cell Transfection and Protein Production
JOHNSON &,JNJ,20220411125,20221229,DISPLAYABLE SHIPPING CARTON
ARGENX,ARGX,20240158492,20240516,IL-6 BINDING MOLECULES
BIONTECH,BNTX,20200147176,20200514,Therapeutic RNA
AMGEN,AMGN,20240076604,20240307,LARGE SCALE BIOREACTOR SYSTEM AND METHOD
AMGEN,AMGN,20240307803,20240919,VIRUS FILTRATION OPERATIONS EMPLOYING AN OVERSIZED VIRUS PREFILTER
REGENERON,REGN,20240309100,20240919,Anti-Trkb Monoclonal Antibodies And Methods Of Use
ALNYLAM PHARMACEUTICALS,ALNY,20240409942,20241212,MODIFIED DOUBLE-STRANDED RNA AGENTS
ALNYLAM PHARMACEUTICALS,ALNY,20250034572,20250130,MODIFIED DOUBLE-STRANDED RNA AGENTS
SANOFI,SNY,20240115802,20240411,DISPOSABLE CARTRIDGE FOR A DRUG DELIVERY DEVICE
INTELLIA THERAPEUTICS,NTLA,20240316100,20240926,ENGINEERED T CELLS
BRISTOL-MYERS,BMY,20230393094,20231207,METHOD OF PURITY DETERMINATION BY CAPILLARY ELECTROPHORESIS
CRISPR THERAPEUTICS,CRSP,20230092398,20230323,COMPOSITIONS AND METHODS FOR DIFFERENTIATING STEM CELLS INTO NK CELLS
SEAGEN,SGEN,20240173421,20240530,MODULATION OF ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY
BRISTOL-MYERS,BMY,20210128619,20210506,USES OF ANTI-BCMA CHIMERIC ANTIGEN RECEPTORS
AMGEN,AMGN,20240424223,20241226,Impact Activated Brake Feature for Drug Delivery Device
AMGEN,AMGN,20240390585,20241128,IMPACT ACTIVATED RETENTION FEATURE FOR DRUG DELIVERY DEVICE
BRISTOL-MYERS,BMY,20240199584,20240620,KRAS INHIBITORS
NOVARTIS,NVS,20240176047,20240530,WEEKLY AND MONTHLY DISPOSABLE WATER GRADIENT CONTACT LENSES
NOVARTIS,NVS,20240254269,20240801,HYDROPHILIZED POLYDIORGANOSILOXANE VINYLIC CROSSLINKERS AND USES THEREOF
NOVO NORDISK,NVO,20240400635,20241205,FUSION COMPOUNDS AND USES THEREOF
TAKEDA PHARMACEUTICAL,TAK,20240350543,20241024,BCMA CHIMERIC ANTIGEN RECEPTORS AND USES THEREOF
JOHNSON &,JNJ,20250009926,20250109,METHODS AND SYSTEMS FOR DISPENSING A VOLATILE MATERIAL
NOVARTIS,NVS,20180009795,20180111,Piperidinyl-Indole Derivatives Complement Factor B Inhibitors and Uses Thereof
AMGEN,AMGN,20240384238,20241121,ANTIBODIES WITH MODULATED GLYCAN PROFILES
ASTRAZENECA,AZN,20240208947,20240627,JAK1 SELECTIVE INHIBITORS
MERCK SHARP,MRK,20170369469,20171228,"COMPOUNDS, COMPOSITIONS AND METHODS"
MERCK SHARP,MRK,20190177299,20190613,"COMPOUNDS, COMPOSITIONS AND METHODS"
MERCK SHARP,MRK,20210107892,20210415,"COMPOUNDS, COMPOSITIONS AND METHODS"
MERCK SHARP,MRK,20230257363,20230817,"COMPOUNDS, COMPOSITIONS AND METHODS"
SANOFI,SNY,20250027605,20250123,A Lubricating Shuttle
SANOFI,SNY,20250035261,20250130,A Lubricating Shuttle
ARGENX,ARGX,20240026010,20240125,GALECTIN-10 ANTIBODIES
INCYTE,INCY,20240217989,20240704,Heteroaryl Fluoroalkenes As DGK Inhibitors
BAYER,BAYRY,20240407663,20241212,SYNTHETIC CONTRAST-ENHANCED MR IMAGES
FATE THERAPEUTICS,FATE,20250032547,20250130,EFFECTOR CELLS AND USE THEREOF FOR ALLOGENEIC ADOPTIVE CELL THERAPIES IN SOLID TUMORS
DAIICHI SANKYO,DSNKY,20230227459,20230720,"METHOD FOR PRODUCING 3,6-DISUBSTITUTED-IMIDAZO[1,2-B]PYRIDAZINE DERIVATIVE"
REGENERON,REGN,20230233770,20230727,DRUG DELIVERY DEVICE SAFETY SYSTEM
SANOFI,SNY,20240416051,20241219,AUDIBLE INDICATOR
DENALI THERAPEUTICS,DNLI,20250011338,20250109,Kinase Inhibitors and Uses Thereof
REGENERON,REGN,20220160968,20220526,DEVICES AND METHODS FOR PRECISION DOSE DELIVERY
REGENERON,REGN,20220370721,20221124,DEVICES AND METHODS FOR PRECISION DOSE DELIVERY
SANOFI,SNY,20240417447,20241219,DOSAGE REGIMENS FOR AND COMPOSITIONS INCLUDING ANTI-RSV ANTIBODIES
SANOFI,SNY,20220204593,20220630,DOSAGE REGIMENS FOR AND COMPOSITIONS INCLUDING ANTI-RSV ANTIBODIES
GILEAD SCIENCES,GILD,20230190721,20230622,SOLID FORMS OF FXR AGONISTS
NOVO NORDISK,NVO,20220243204,20220804,TREATMENT OF HEART FAILURE IN HUMAN SUBJECTS
VERTEX PHARMACEUTICALS,VRTX,20240415984,20241219,Precise Excisions of Portions of Exons for Treatment of Duchenne Muscular Dystrophy
VERTEX PHARMACEUTICALS,VRTX,20200354741,20201112,GENE-EDITING SYSTEMS FOR MODIFYING A SCN9A OR SCN10A GENE AND METHODS OF USE THEREOF
TAKEDA PHARMACEUTICAL,TAK,20070191376,20070816,"Substituted acetylenic imidazo[1,2-B]pyridazine compounds as kinase inhibitors"
TAKEDA PHARMACEUTICAL,TAK,20120135986,20120531,"SUBSTITUTED ACETYLENIC IMIDAZO[1,2-A]PYRIDINE COMPOUNDS AS KINASE INHIBITORS"
TAKEDA PHARMACEUTICAL,TAK,20130231337,20130905,"SUBSTITUTED ACETYLENIC IMIDAZO[1,2-A]PYRIDAZINES AS KINASE INHIB1TORS"
TAKEDA PHARMACEUTICAL,TAK,20130196979,20130801,"SUBSTITUTED ACETYLENIC IMIDAZO[1,2-A]PYRAZINE COMPOUNDS AS KINASE INHIBITORS"
TAKEDA PHARMACEUTICAL,TAK,20140288082,20140925,"SUBSTITUTED ACETYLENIC PYRAZOLO[1,5-a]PYRIMIDINES AS KINASE INHIBITORS"
TAKEDA PHARMACEUTICAL,TAK,20150315194,20151105,"CRYSTALLINE FORMS OF 3-(IMIDAZO[1,2-B] PYRIDAZIN-3-YLETHYNYL)-4-METHYL-N-{4-[(4-METHYLPIPERAZIN-1-YL)METHYL]-3-(TRIFLUOROMETHYL)PHENYL}BENZAMIDE AND ITS MONO HYDROCHLORIDE SALT"
TAKEDA PHARMACEUTICAL,TAK,20170190707,20170706,"CRYSTALLINE FORMS OF 3-(IMIDAZO[1,2-B] PYRIDAZIN-3-YLETHYNYL)-4-METHYL-N-{4-[(4-METHYLPIPERAZIN-1-YL)METHYL]-3-(TRIFLUOROMETHYL)PHENYL}BENZAMIDE AND ITS MONO HYDROCHLORIDE SALT"
TAKEDA PHARMACEUTICAL,TAK,20190169196,20190606,"CRYSTALLINE FORMS OF 3-(IMIDAZO[1,2-B]PYRIDAZIN-3-YLETHYNYL)-4-METHYL-N-{4-[(4-METHYLPIPERAZIN-1-YL)METHYL]-3-(TRIFLUOROMETHYL)PHENYL}BENZAMIDE AND ITS MONO HYDROCHLORIDE SALT"
TAKEDA PHARMACEUTICAL,TAK,20190382379,20191219,ANILINOPYRIMIDINES AS HAEMATOPOIETIC PROGENITOR KINASE 1 (HPK1) INHIBITORS
TAKEDA PHARMACEUTICAL,TAK,20190352298,20191121,AMINOTHIAZOLE COMPOUNDS AS C-KIT INHIBITORS
TAKEDA PHARMACEUTICAL,TAK,20210024527,20210128,"CRYSTALLINE FORMS OF 3-(IMIDAZO[1,2-B]PYRIDAZIN-3-YLETHYNYL)-4-METHYL-N-{4-[(4-METHYLPIPERAZIN-1-YL)METHYL]-3-(TRIFLUOROMETHYL)PHENYL}BENZAMIDE AND ITS MONO HYDROCHLORIDE SALT"
TAKEDA PHARMACEUTICAL,TAK,20220033392,20220203,AMINOTHIAZOLE COMPOUNDS AS C-KIT INHIBITORS
TAKEDA PHARMACEUTICAL,TAK,20210277010,20210909,"CRYSTALLINE FORMS OF 3-(IMIDAZO[1,2-B]PYRIDAZIN-3-YLETHYNYL)-4-METHYL-N-{4-[(4-METHYLPIPERAZIN-1-YL)METHYL]-3-(TRIFLUOROMETHYL)PHENYL}BENZAMIDE AND ITS MONO HYDROCHLORIDE SALT"
TAKEDA PHARMACEUTICAL,TAK,20210277011,20210909,"CRYSTALLINE FORMS OF 3-(IMIDAZO[1,2-B]PYRIDAZIN-3-YLETHYNYL)-4-METHYL-N-{4-[(4-METHYLPIPERAZIN-1-YL)METHYL]-3-(TRIFLUOROMETHYL)PHENYL}BENZAMIDE AND ITS MONO HYDROCHLORIDE SALT"
TAKEDA PHARMACEUTICAL,TAK,20210277012,20210909,"CRYSTALLINE FORMS OF 3-(IMIDAZO[1,2-B]PYRIDAZIN-3-YLETHYNYL)-4-METHYL-N-{4-[(4-METHYLPIPERAZIN-1-YL)METHYL]-3-(TRIFLUOROMETHYL)PHENYL}BENZAMIDE AND ITS MONO HYDROCHLORIDE SALT"
